ner,sample,component,label
Tech Data,IQ Financial Systems,-1,0
Girl Scouts National Board,Discover Global Network,-1,0
Tax Act,The Affordable Clean,-1,0
U. S. Gramm-Leach-Bliley Act,U. S. eCommerce,-1,0
Finance Operations,International Group,-1,0
FFDCA,FERC,-1,0
P RODUCTS,NORTH AMERICA GCB,-1,0
THE AVENGERS,LINES OF BUSINESS,-1,0
Our Group and,Land and Vital Records Management,-1,0
United States Food & Drug Administration ( FDA ),Federal Aviation Administration Authorization Act of,-1,0
LTL Select,Velocity Growth Plan,-1,0
FERC ' s Standards of Conduct,Center for Consumer Information and Insurance Oversight,-1,0
Marsh Commercial ( formerly branded as Jelf ),Prudential ' s Workplace Solutions Group,-1,0
Ikspiari,Aptris Inc,-1,0
Newport News Shipbuilding Inc.,"Amsted Rail Company, Inc.",-1,0
Consul,Hormel Foods International Corporation,-1,0
AH-64 Apache,IL-6-mediated,-1,0
Energy Investment Banking Group,Australia and New Zealand Banking Group Limited,-1,0
FFF Enterprises,FTC Investor Services Inc.,-1,0
( including 37 % In the United States ),( including HFC Asphalt ),-1,0
ARPU,Aurora PECVD ( r ),-1,0
"( the Fincos, and together with the Opel / Vauxhall Business, the European Business )",Intuit ' s Small Business Group,-1,0
ITC,IRT,-1,0
802. 11 ( Wi-Fi ),Intel ( r ) Core,-1,0
Garden Villas,Mansion One,-1,0
Softsoap,SmartLipo,-1,0
Iroquois Pipelines,NEXUS Pipeline,-1,0
Emissions Trading System ( EU ETS ),"Payment and Settlement Systems Act, 2007",-1,0
NetTeller ( r ),Metasys ( r ),-1,0
NCREs,Consolidated VIEs,-1,0
"Express Scripts, Inc. Pharmacy","Meritor, Inc.",-1,0
Energy Strong Program II ( ES II ),Terrorism Risk Insurance Act of 2002,-1,0
IgG-mediated,( RGGI States ),-1,0
Ohio Am,OmniMap ( r ) RS,-1,0
SmartLipo,Fypon,-1,0
"Entergy Nuclear Power Marketing, LLC ( ENPM )",Oracle Supply Chain Management ( SCM ) Cloud,-1,0
Zimmer Elektromedizin GmbH,"Nippon Prologis REIT, Inc.",-1,0
Californians,Cincinnati Insurance Company,-1,0
Native American,South America SBU,-1,0
"Alpha Industries, Inc.","Arbor Networks, Inc.",-1,0
( Entergy New Orleans Power ),FirstEnergy Generation LLC,-1,0
Versal ACAP,Tensilica ( r ),-1,0
Research and Development Technologies,Nuclear and Environmental Services,-1,0
"Orbital ATK, Inc.","Etsy, Inc.",-1,0
PILOT,PLR,-1,0
Security Industry Association,Security Services,-1,0
"Kioxia Corporation ( "" Kioxia, "" formerly known as Toshiba Memory Corporation )",Freeport Minerals Corporation ( FMC ),-1,0
iPod,FedEx SmartPost Service,-1,0
Bloomberg NEF,Dell EMC,-1,0
Adobe Stock-without,Dematic Group,-1,0
AMMO,AFUDC,-1,0
Biologics Price Competition and Innovation Act,Cybersecurity Information Sharing Act of,-1,0
AdvaMed,bioMerieux,-1,0
Ecole des Hautes Etudes Commerciales ( HEC ),State and Health Employer Data and Information Set ( HEDIS ),-1,0
CBC Steel Buildings,Greater China Commercial Business,-1,0
AirFit N20,Harris Teeter ExpressLane,-1,0
"Best Buy Co., Inc.","Solutia, Inc.",-1,0
"Pivotal LNG, Inc.","Hier Design, Inc.",-1,0
Steel Technologies,IntelliTrans-provides,-1,0
Children ' s Health Insurance Plan ( CHIP ),Carbon Disclosure Project ( CDP ),-1,0
LVMH Moet Hennessy-Louis Vuitton SE,DePuy International ( Johnson & Johnson ),-1,0
Republic Airline Inc.,"Equinix, Inc.",-1,0
Ofcom,Honeywell ' s Transportation Systems,-1,0
EnduraLife Battery Technology,UroLift System,-1,0
Lease,Segment,-1,0
Dynapar,Entercom Parent,-1,0
Energy Services Oil Field Chemicals,Energy & Transportation-and,-1,0
Phoenix ( until the formation of NGM ),Mid-Continent Region ( El Dorado and Tulsa Refineries ),-1,0
AirView Diagnostics,Diagnostic Medical Devices Regulation ( EU ) 2017,-1,0
Paralympic Games Tokyo 2020,Healthcare Market Channel,-1,0
"MuleSoft, Inc. ( acquired by Salesforce. com, Inc. )","Colliers International Group, Inc.",-1,0
TCCC ' s North America Refranchising,Alcoa World Alumina and Chemicals,-1,0
Xiaomi,Wilmar International Limited ( Wilmar ),-1,0
Specialty Health Division,Enterprise Services Division,-1,0
CHD,HH & B,-1,0
UK-based,WaterSense ( r )-labeled,-1,0
Wealth Management Solutions,Transportation Solutions,-1,0
"Wal-Mart, Inc. ( including Sam ' s Club )",BJ ' s Wholesale Clubs,-1,0
EPA ' s SmartWay ( r ),Fiserv ( r ) Clearing Network,-1,0
FOX Bet Super 6,FanDuel Group,-1,0
Europe-Schuco ( Germany ),Smurfit-Stone ' s Canadian,-1,0
Jayhawk,Waterford 3,-1,0
EU Commission Implementing Regulation ( EU ),"Pipeline Safety, Regulatory Certainty and Job Creation Act of",-1,0
18007,TWU 556,-1,0
CityCenter,Cinnober,-1,0
Eurosport,CBS Sports,-1,0
Women Leaders Network,Global Shared Services Organization,-1,0
NCAPs,CSP,-1,0
ESP 3,SPS Secure Consumer,-1,0
Drug Enforcement Administration,Environmental Protection Agency ( EPA ),-1,0
"Psychiatric Solutions, Inc.","Inotera Memories, Inc.",-1,0
Arconic Delaware Common Stock,"Altus Midstream LP ( collectively, Altus )",-1,0
Brandeis University,Santa Clara University,-1,0
Reliable Lloyds Insurance Company,Insurance Holding Company Statutes,-1,0
Eliteserien,Heidrun,-1,0
Shoppes at Londoner,Discover / Diners Club,-1,0
"ARIAD Pharmaceuticals, Inc. ( ARIAD )",Novartis Pharmaceuticals,-1,0
Kroger ' s Columbus,Towers Perrin ' s Human Capital,-1,0
Wi-Fi,SD-WAN,-1,0
Istio,VisionPLUS,-1,0
( ERISA ),ESA,-1,0
Skills Simulator,Ansys Workbench,-1,0
IMX Medical Management Services,Dell Financial Services,-1,0
G-10,K-9,-1,0
Prevacid ( r ) 24HR,Vahine ( r ),-1,0
Help Center,Mastercard Labs,-1,0
Kim Crawford,Kitchen Craft,-1,0
OXICLEAN,MAILLEFER,-1,0
Group Inc,Cboe Global Markets,-1,0
Finastra,StrataCom,-1,0
Lily of France ( r ),Polifor ( r ),-1,0
WPS,WSJ Tech D-Live,-1,0
Prudential plc,Probiotics International Limited,-1,0
BeyondZero ( r ),Lucento ( r ),-1,0
AMD Geode,Geo Components,-1,0
Lender ' s ( r ),Verdi ( r ),-1,0
Comision Nacional Bancaria y de Valores,Classification Rules for Medical Devices,-1,0
Medicaid Rebate Agreement,Rail Safety Improvement Act of 2008,-1,0
Federal Fair Credit Reporting Act,Natural Gas Wellhead Decontrol Act,-1,0
Adobe Advertising Cloud DSP,The Creative Group,-1,0
IDHIFA,IAM 142,-1,0
Aura ( r ),OGX ( r ),-1,0
XOOM Energy,Malvern PANalytical Ltd.,-1,0
LPSC-jurisdictional,National Storage Affiliates,-1,0
Lincoln Wealth Pass,"Principal Variable Contracts Funds, Inc",-1,0
Fifth,Achieving a Better Life Experience Act of 2014 ( ABLE Act ),-1,0
mPulse,milCloud 2. 0,-1,0
"Consolidated Aerospace Manufacturing, LLC","Bridgewater Associates, LP",-1,0
National Mining Agency,National Association of Insurance Commissioners ( NAIC ),-1,0
G6PD,G3X Touch,-1,0
Climate Beneficial Wool,Elevate Provider Network ( r ),-1,0
IShares,Resolution Authority and Financial Stability,-1,0
A. Hormel & Company,Hemmelrath and Whitford Worldwide Company,-1,0
Trax,Kioxia,-1,0
Sustainability Committee,Quality and Regulatory Affairs International,-1,0
LEMTRADA,TROJAN,-1,0
"Donaldson Company, Inc.","Luxoft Holding, Inc.",-1,0
Applied Predictive Technology,"Mevion Medical Systems, Inc",-1,0
United States Department of Agriculture ( USDA ),U. S. Department of State,-1,0
NTP,PSO,-1,0
Silversea Cruises,Cruise Line ( r ),-1,0
Power Practice ( r ),Autocraft ( r ),-1,0
NRC ' s Reactor Oversight Process Action Matrix,( as defined in the Corporate Accounting and Reporting Standard of the GHG Protocol ),-1,0
Luz del Sur,Loews Portofino Bay,-1,0
Cigna,Comdata Inc.,-1,0
Economy Express,Global Credit Administration,-1,0
Enterprise Resource Planning,Fusion Design Platform,-1,0
D. E,T. Rowe Price ( Luxembourg ) Management Sarl,-1,0
Long Island Medium,Venetian Society,-1,0
Global Water Industry,Safety and Industrial Business Group,-1,0
5G,GTL,-1,0
Falcon,Fortive,-1,0
Odefsey ( r ),ProAir ( r ),-1,0
Welltower Inc. ( NYSE : WELL ),Egencia ( Expedia ),-1,0
SAP Accounting,GM Financial,-1,0
HP Technology Services,ICE Data Services ( Australia ),-1,0
Harvard,Oliver Wyman Group,-1,0
Global Shared Services Organization,Global Supply Chain and International,-1,0
Trademark Coca-Cola Beverages,AmerisourceBergen Corporation,-1,0
Trailhead,"BlackRock, Inc",-1,0
TensorFlow,TransCore,-1,0
( which includes information prior to the acquisition of Bats ),( those designated under section 526 of the FFDCA ),-1,0
DXC Technology ( DXC ),MMC Securities ( Europe ) Limited,-1,0
FDIC Regulation,LIBOR-related,-1,0
Valuation Services,Field Service Management,-1,0
FortiGate,SureDesign,-1,0
Volvo Penta IPS,AirSense 10 CPAP,-1,0
Oncozene,Sensipar ( r ),-1,0
Arrow Electronics ( Arrow ),Balterio ( r ),-1,0
"CIM Real Estate Finance Trust, Inc","QED Financial Systems, Inc.",-1,0
Tail,Bulldog TM Frac Sleeve,-1,0
"American Tower International, Inc.",American Electric Power Company Inc.,-1,0
Spanish-language U. S.,"InfraSource Services, Inc.",-1,0
Securities and Futures Commission,National Futures Association,-1,0
Auto,Our Planet,-1,0
Allstate Life and Retirement,Asset / Liability Management Committees ( Discover Financial Services and Discover Bank ),-1,0
Pitney Bowes,Etch Business Unit,-1,0
Red Flag Program Clarification Act of 2010,Sarbanes-Oxley Act of 2002,-1,0
Marriott Marquis San Diego Marina,Cruise Industry Charitable Foundation,-1,0
Kryptonite,Aristokraft,-1,0
Independence of the Seas,"Kenneth Cole Productions ( Lic ), LLC",-1,0
Marketing and,Marsh Captive Solutions,-1,0
Striker,Filer City,-1,0
MGM Resorts Foundation,The Kimco Corporation,-1,0
Axtel S. A. B,"C. R. Bard, Inc",-1,0
ProBeam ( r ),Prevacid ( r ) 24HR,-1,0
Boeing 777 Freighter,Bombardier Q400,-1,0
"John Wiley & Sons, Inc.","Crown Holdings, Inc.",-1,0
USW,USRPIs,-1,0
Fargo Electronics ( a unit of HID Global ),Garmin-owned Navionics ( r ),-1,0
Flir Systems,Micralyne,-1,0
13 Reasons Why,Research and Development and Intellectual Property Platform,-1,0
Securities and Corporate Governance Regulation,Markets in Financial Instruments Regulation,-1,0
Italics,France ( DMP : ASX ),-1,0
Hospital Services,HP Financial Services,-1,0
Uniting and Strengthening America by Providing,Moving Ahead for Progress in the 21 st Century Act ( MAP-21 ),-1,0
Alfalfal,Global Propylene Oxide and Co-Products,-1,0
EGT,GSEP,-1,0
Epi,Vrio-Video,-1,0
Pennsylvania Act 129,Swiss Tax Act,-1,0
Anthem Blue Cross,New York Transco LLC ( NY Transco ),-1,0
Regulation.,"Siliconware Precision Industries Co., Ltd.",-1,0
"Defense, Space & Security",Teledyne Scientific & Imaging LLC,-1,0
Gap Factory,Global Preneed,-1,0
Fun Pak,Big Pony Women,-1,0
Enterolert,Epiroc AB,-1,0
( BLA ),( AFF ),-1,0
Women ' s Health,UnitedHealth Group,-1,0
United Nations ( FAO ),U. S. Navy ' s Mobile User Objective System ( MUOS ),-1,0
Brown,McIntyre Area,-1,0
SYNAPT,NSP-System,-1,0
Acid Lipase Deficiency ( LAL Deficiency or LAL-D ),Pipeline Replacement Program ( PRP ),-1,0
Loews Hotel & Co,Personal Lines,-1,0
AirTV Player,Total Media Fusion,-1,0
Process Analytics,Health and Analytics,-1,0
Naked Juice,Laya Healthcare Limited,-1,0
da Vinci Surgery,Vivera Retainers,-1,0
Tory Burch,Dartmouth ' s Amos Tuck School of Business,-1,0
HP Inc. ( HP ),"St. Jude Medical, Inc.",-1,0
MTD,RDOF,-1,0
CellSTACK,PEAK,-1,0
Therma-Tru,Berkley Re Solutions,-1,0
OCREVUS,XFUSION ( r ),-1,0
DPHH,PGFL,-1,0
Living,Universal Life Insurance and Traditional Whole Life Insurance,-1,0
PRIME &,REZOLSTA ( r ),-1,0
Evolut,Dolphin Energy Ltd,-1,0
MSCI ( r ) World,NPR ( r ),-1,0
CEREC,CORSIA,-1,0
Old Navy,Our Mission Systems,-1,0
EverCompliant,Extreme Networks,-1,0
Mong Duong,Ponatinib,-1,0
AES Puerto Rico,AES US Investments,-1,0
NEOSPORIN ( r ) First Aid,BIO-CHLOR ( r ),-1,0
Faraday Underwriting Limited,Options Clearing Corporation,-1,0
E. I,S. A. R. L,-1,0
"Arthrex, Inc.",Biogen Inc.,-1,0
Stronghold ( r ) Plus,Balance ( r ) Rewards,-1,0
Aasta Hansteen,Esterline Technologies Corporation,-1,0
Dubai International Financial Centre,Abu Dhabi National Oil Company,-1,0
National Securities Clearing Corporation,Securities and Financial Regulations,-1,0
VHCA,ACA-The ACA,-1,0
Trapliner,"Snap-On Inc. ( Challenger Lifts, Car-O-Liner )",-1,0
Western Fairway,Austin Chalk,-1,0
Koninklijke Philips N. V.,Societe d ' Investissement a Capital Variable ( Luxembourg ),-1,0
FEM,WEITZMAN,-1,0
Janus kinase,ClinCheck Pro,-1,0
Capital One Auto Finance,"CRC Insurance Services, Inc.",-1,0
Federal Power Act ( FPA ),Clean Air Act,-1,0
North Carolina EMC ( NCEMC ),Prismacolor ( r ),-1,0
SynTao Green Finance,SunTrust Commercial and Business Banking Executive,-1,0
Inflectra,SentrySafe,-1,0
Tokyo Commodity Exchange,Covidien plc,-1,0
GLPG-0555,MK-8591,-1,0
"( Embozene, Oncozene and Tandem )","( comprised of Quadro, Fitzpatrick, Microfluidics and Matcon )",-1,0
Transcos,Fospar,-1,0
PFAS,AFFFs,-1,0
MONOPOLY,TOMMY HILFIGER,-1,0
VC-25B,Dx-20,-1,0
Provider Portal,Aerospace Systems,-1,0
MECO,EMBLEM S-ICD,-1,0
non-Oracle,Visa-branded,-1,0
BML Covance Central Laboratory,Applied SmartFactory,-1,0
Sonric,Arity,-1,0
FRESH ( r ),DULUX ( r ) ( in Canada ),-1,0
Stage VI,Block V,-1,0
MIDAS,GICS ( r ),-1,0
Jones Lang LaSalle Incorporated,McKesson OneStop Generics ( r )-Generic,-1,0
ROHL,RECO,-1,0
SEC Transaction,Corning Cable Systems Hardware and Equipment Operations,-1,0
U. S. Environmental Regulation,U. S. Special Operations Forces,-1,0
Retail Card,Payment Card Industry Council ( PCI DSS ),-1,0
NYSE Arca,GSS LabCODE ( r ),-1,0
Cigna HealthCare,"Health Catalyst, Inc",-1,0
Insurance Holding Company Statutes,Insurance Regulatory Information System,-1,0
Procurement Integrity Act,Private Securities Litigation Reform Act of 1995,-1,0
GHG,GCRMs,-1,0
Care Reform,Information Technology Applications and Delivery,-1,0
Huami,iCapital,-1,0
Office Consumer,Our Listing Services,-1,0
Siemens Corporation ( U. S. ),American Sportswear S. A,-1,0
Acquisitions,Luxoft Acquisition,-1,0
Rig Technologies,Q2 Solutions,-1,0
ConnectKey,Cyxtera Technologies,-1,0
Clip,LigaSure Exact Dissector,-1,0
Radware Ltd.,"Packet Host, Inc.",-1,0
Colorado State Highway 91,Crude Oil & Natural Gas Supply and Trading,-1,0
"National Association ( together, the Depository Institutions )",DePuy International ( Johnson & Johnson ),-1,0
Brokerage Services,Reverse Morris Trust,-1,0
World of Warcraft,"( Marriott, Hyatt, Hilton and AccorHotels )",-1,0
Devon,( Lonza ),-1,0
Gas Storage and Pipelines,Marathon Pipe Line Company,-1,0
( PBM ) Regulations,PJM Interconnection LLC ( PJM ),-1,0
Business and Consumer Solutions,Our Payment Solutions,-1,0
Marriott Suites ( r ),Java Monster ( r ) Irish Blend ( r ),-1,0
PUEFC,FCA,-1,0
Consortium of Multiple Sclerosis Centers,Chronic Obstructive Pulmonary Disease ( COPD ),-1,0
Delphi,Velcora,-1,0
Herman O,"Evergy, Inc",-1,0
Avigilon Corporation,Excel Communications,-1,0
Hennig Fahrzeugteile,BorgWarner Morse TEC Inc.,-1,0
Quebec City Refinery,Rod & Refining Operations,-1,0
Connecticut Light and Power Company ( CL & P ),Institutional Clients Group ( ICG ),-1,0
Patient Protection and Affordable Care Act ( the ACA ),Aviation and Transportation Security Act of,-1,0
University of Nebraska-Lincoln,Private Pensions ( University of Pennsylvania Press ),-1,0
All Globe Life,AIG Federal Savings Bank,-1,0
Troll A,Sabal Trail,-1,0
Insurer,Independent Insurance Agency,-1,0
Costa Limited,Boston Scientific Corporation,-1,0
Our Cable Networks,Our Asset Management,-1,0
Transportation Services,Central Laboratory Services,-1,0
Envista Holdings Corporation,Danaher Corporation ' s Leica Biosystems,-1,0
Global Ceramic Segment,Consumer Domestic Segment,-1,0
SK Hynix Inc.,"GMRI, Inc.",-1,0
Specialty Solutions,People & Places Solutions ( PPS ),-1,0
"Global Risk, Banking & Compliance",Global Olefins and Polyolefins,-1,0
British Columbia Securities Commission,Securities Litigation and Enforcement,-1,0
Veterans Health Care Act of 1992,Americans with Disabilities Act of 1990,-1,0
Sky News New Zealand,Lifetime Real Women-which,-1,0
NuStar Pipeline Operating Partnership L. P,Outer Continental Shelf Lands Act ( which are subject to change by the BOEM or BSEE ),-1,0
Biopharma ' s Zithromax,Voltaren ( r ) Gel,-1,0
Homemakers Furniture,Manufacturers and Traders Trust Company,-1,0
Mabe,Dematic,-1,0
Firetex ( r ),Frick ( r ),-1,0
Genesys Aerosystems,Teledyne Advanced Chemistry Systems,-1,0
Miss Vickie,BarkLimiter,-1,0
FOX. com,FOX News Media Networks,-1,0
Software as a Service ( SaaS ),Standard & Poor ' s Ratings Services ( S & P ),-1,0
Aerospace & Defense,American Enterprise Investment Services Inc,-1,0
Spectra,Electronics For Imaging ( Reggiani ),-1,0
willistowerswatson.,MyFitnessPal ( r ),-1,0
Alforex ( r ),Embozene ( r ),-1,0
Health Maintenance Organization,Public Sector and Other,-1,0
LCR,LBMA,-1,0
Internationally Active Insurance Groups ( IAIGs ),Independent System Operator ( ISO ),-1,0
MyHealth Coach,Aderant-provides,-1,0
QuickBooks ProAdvisor,CubicsPlus ( r ),-1,0
Prismacolor ( r ),Simplex ( r ),-1,0
Suntory Holding Limited,Wood Mackenzie Limited,-1,0
Presidential Emergency Board ( PEB ),Product Compliance and Regulatory Affairs Organization,-1,0
Federal Home Loan Bank,"Health, Life and Accident Insurance",-1,0
Rani,Channel Development,-1,0
( CLL ),( GRP ),-1,0
Diversified Business Group,Fortune Brands Global Plumbing Group LLC,-1,0
WilmerHale,Berkley Environmental,-1,0
Tax Penalty Protection,Shareholder Relations Department,-1,0
U. S. Air Force ' s B-21,U. S. Federal Advisory Committee on Insurance ( FACI ),-1,0
DMC,BMS,-1,0
Safety Organizations,Information Protection and Security Department,-1,0
FPI-6000,TIM-3,-1,0
Sixthman,Disney Village,-1,0
Baxter Healthcare Corporation,"Allscripts Healthcare Solutions, Inc",-1,0
Pipeline and Industrial Infrastructure Services,Allstate Roadside Services,-1,0
( New Radio or NR ),AMD Ryzen ( tm ) 9,-1,0
United States-U. S.,Office of the U. S. Trade Representative,-1,0
Sustainability Council,Food Safety Advisory Council,-1,0
Accounting Advisory Board,Technology and Environment Committee,-1,0
FinancialForce,FabVision,-1,0
The Wall Street Journal Online,Health Insurance Marketplace,-1,0
Jack Daniel ' s Berry,Domino ' s National Advertising Fund Inc.,-1,0
"Inspur Co., Ltd.",Tata Cummins Ltd.,-1,0
( which include Taiwan Semiconductor Manufacturing Company Ltd. ),King Yuan Electronics Company,-1,0
ARNC WI,NEIL,-1,0
NFIP,NDOI,-1,0
Borderlands,Sharyland Holdings,-1,0
University of Texas School of Law,Harvard Graduate School of Business,-1,0
GE Capital Exit Plan,Global Funds Banking Division,-1,0
ORSA,O-SII,-1,0
Chicago Mercantile Exchange,Wholesale Apparel,-1,0
Evergy Kansas South,"American Water Works Service Company, Inc.",-1,0
Sugar Free,Sleek MakeUp,-1,0
CardioIQ ( r ),Elidel ( r ),-1,0
AUTOMOTIVE,CHEMTREAT,-1,0
I-8,K-112,-1,0
CHS Inc. ( CHS ),Club House ( r ),-1,0
Global Specialty Global,UnitedHealth Group Incorporated,-1,0
"Hi-Speed Checkweigher Co., Inc.","Gardner Denver, Inc.",-1,0
NAA,VA PBR,-1,0
GapKids,Sam ' s Garage,-1,0
Patient,Retail Card and Payment Solutions,-1,0
MTV Video Music Awards,Biologics Price Competition and Innovation Act of 2009 ( the BPCI Act ),-1,0
Subsea,NuStar Pipeline Operating Partnership L. P,-1,0
Garmin Autoland,FINRA Conduct Rules,-1,0
Cable and Satellite Carriage of Television Broadcast Stations,CarMax Sales Operations,-1,0
Delaware,"Duke Energy Progress, LLC",-1,0
Retail Card Partners,CarMax Business,-1,0
Target,North America Supply Chain,-1,0
Thai and European,Pharmaceutical Operations and Technology,-1,0
Covance Drug Development ( CDD ),Medicare Advantage ( MA ),-1,0
The Sunday Times,The Wall Street Journal ( WSJ ),-1,0
NXP Semiconductors N. V,Pullmantur Holdings S. L,-1,0
Platinum Performance,Fortinet Security Fabric Platform,-1,0
Express Scripts,EpiPen ( r ),-1,0
DI,CISA,-1,0
( STEMI DTU ),( ADAS ),-1,0
Serengeti,Descent,-1,0
APTCo,AWC-CT,-1,0
WhiteWave,DieHard ( r ),-1,0
K-10,KTTV,-1,0
Internal Revenue Code ( which we refer to as IRC ) Section 45,"( e. g., the Texas Residential Construction Commission Act )",-1,0
FERC Order 704,Federal Reserve Board ' s Regulation E,-1,0
FHLBs,FPDA,-1,0
"Exonics Therapeutics, Inc.","Millennium Pharmaceuticals, Inc",-1,0
Win Right,Eat Street,-1,0
Protea Hotels,Lanxess AG,-1,0
"Shandong Lingong Construction Machinery Co., Ltd. ( SDLG, part of the Volvo Group )","Kioxia Corporation ( "" Kioxia, "" formerly known as Toshiba Memory Corporation )",-1,0
"DCP Southern Hills Pipeline, LLC",Bluestone Pipeline,-1,0
Covance Research and Development Laboratories,"Varian Semiconductor Equipment Associates, Inc. ( Varian )",-1,0
AMETEK EDAX,IDEXX SDMA,-1,0
Plaza Macao,CarMax Sales Operations,-1,0
Aerospace and Industrial,Marine and Land Systems,-1,0
La Generale des Carrieres et des Mines,Calder Energy Recovery Devices,-1,0
Supplemental Facility,Federal Employees Health Benefits Program,-1,0
CM-743,GLPG-3312,-1,0
Partnership Fund,Master Agreement,-1,0
Paychex Accountant Knowledge Center,Currency and Foreign Transactions Reporting Act,-1,0
FTR,RTD Products,-1,0
Staff,Market Risk Department,-1,0
Social Security Administration,Federal Reserve Regulation Y,-1,0
MiFIR,MUFG Union Bank,-1,0
RTP,RINVOQ,-1,0
Sweeny Refinery,Sara Lee ( r ) Frozen Bakery,-1,0
Multifunction Advanced Data Link,"Constellation NewEnergy, Inc",-1,0
Universal Fit,Evergy Companies,-1,0
Metro,Project Driveway,-1,0
Nutrine,Nu Mark,-1,0
"Enable Midstream Partners, LP",US-India Strategic Partner Forum,-1,0
West Texas Division,Railroad Commission of Texas ( RRC ),-1,0
Golden Pass,Western Land Roller,-1,0
Cloud Foundry,HPE Recovery Manager Central,-1,0
Airborne Laser Mine Detection System,Vercise DBS Systems,-1,0
Air India,Cummins India Ltd. ( CIL ),-1,0
K-69,KDKA-TV,-1,0
Delstrigo,Durco International,-1,0
World ' s Most Admired,NAIC ' s Statutory Accounting Principles Working Group,-1,0
SPY-PHI,PEPPA PIG,-1,0
TNCLP ( the TNCLP Public Units ),SLT Business Group,-1,0
Sterling-denominated,SurePath SM Income,-1,0
Natural Gas Policy Act of 1978,Bank Holding Company Act of 1956 ( BHC Act ),-1,0
Finger Lakes Instrumentation,International Financial Reporting Standards ( IFRS ),-1,0
North Central Wind Energy Facilities,North American Financial Institutions Group,-1,0
Deloitte,Moneycorp,-1,0
Saaman,Kisanfu-Africa Exploration,-1,0
Recent Consumer Finance Regulations,Electricity Regulatory Commissions Central,-1,0
Inc.,Access Data Corp.,-1,0
America Center,Galenica Group ( Galenica ),-1,0
HealtheIntent,OneFleet,-1,0
INSEAD,ILECs,-1,0
IEnova,Integrys,-1,0
TTC,QTI,-1,0
Global Consumer Solutions,Ixia Solutions Group,-1,0
Australian Rules,Herald Sun ( Melbourne ),-1,0
Change in Bank Control Act of 1978,Tax Cuts and Jobs Act ( Tax Reform ),-1,0
Orbitz. com,tommy. com,-1,0
The Simpsons,The Daily Show,-1,0
Oil,Atlantic Richfield Company,-1,0
Mesamavida,Drogaria Araujo,-1,0
Americas Society,Service Corporation.,-1,0
Verifi,VetStat,-1,0
Eaton,Eastern Refining Operations,-1,0
CPG,BGS,-1,0
Oracle Autonomous Transaction Processing Cloud Service ( ATP ),Guofubao Information Technology Co. ( GoPay ),-1,0
Xcel Energy,FirstEnergy Corp,-1,0
Railroad Commission of Texas,Exelon Board of Directors,-1,0
SuperPaint ( r ),Icebreaker ( r ),-1,0
Medical Affairs Services,Vertical Markets Software Solutions,-1,0
IAM 142,IMBRUVICA,-1,0
Grammy ( r ),GINGER ( r ),-1,0
WBFS-TV,SWTCo ( the West Transcos ),-1,0
Loyola College,Jolly Rancher,-1,0
"Manheim, Inc","Xilinx, Inc",-1,0
FFIEC Interagency,Applied Insurance Research Touchstone ( r ),-1,0
K-112,I-1,-1,0
ISM,SYGMA,-1,0
SCPPA,CAISO,-1,0
"ARIAD Pharmaceuticals, Inc.",Alpha Networks Inc.,-1,0
Business Continuity Management System ( BCMS ),Health Engagement Engine ( r ),-1,0
Bell Equipment Limited ( Bell ),Lincoln AssetEdge ( r ),-1,0
F-35 Lightning II Joint Strike Fighter-international,National Joint Terrorism Task Force,-1,0
Ansys optiSLang,Corning ' s Display Technologies,-1,0
Microsoft Corporation,EPS Corporation,-1,0
Lundin Mining Corporation,Cigna Holding Company ( formerly Cigna Corporation ),-1,0
Medicare Supplement Plan,Medicare FFS,-1,0
"WPLG, Inc.","M & T Insurance Agency, Inc.",-1,0
International Standards Organization ( ISO ),National Association of Realtors ( r ),-1,0
DCR,Capital markets,-1,0
Health Reform Law,New York ' s Stop Hacks and Improve Electronic Data Security ( SHIELD ) Act,-1,0
Wyoming Commissions,FRB ' s Comprehensive Capital Analysis,-1,0
"Graphic Packaging International Partners, LLC ( GPIP )",Gas Reliability Infrastructure Program ( GRIP ),-1,0
Government-led,Implementation Plan,-1,0
Rapid,Alpine High,-1,0
Monster ( r ) Ripper ( r ),Caffe Monster ( r ),-1,0
Federal Law on Credit Histories No. 218-fz,Federal Physician Self-Referral Law,-1,0
Nate,Eastoflex,-1,0
Hostaform ( r ),Sunmark ( r )-Complete,-1,0
Reauthorization Act,California Consumer Protection Act of 2018,-1,0
Seahawk ( r ),Metalatex ( r ),-1,0
Big,Bluegrass Materials Company,-1,0
Anti-CD73,Mira-Coil,-1,0
Pipeline Replacement Program ( PRP ),Patented Medicine Prices Review Board ( PMPRB ),-1,0
CMC Manufacturing Solutions,Financial Institution Regulations,-1,0
Leroy Somer ( NIDEC ),PerkinElmer Inc.,-1,0
Software and IP Products Group,Consumer Brands Group,-1,0
Maritime,Services Business,-1,0
Web,Search,-1,0
Tabulating Machine Co.,Scalar Decisions Inc.,-1,0
Alveo Board Products,ITero Models and Dies,-1,0
Surpass,SpectraShape,-1,0
( MEMS ),( CVD ),-1,0
Domik v Derevne,William Demant Holdings,-1,0
FDMA ( Frequency Division Multiple Access ),Wireless Devices and Operators,-1,0
River Unit,Merida,-1,0
Big Pony Women,NOV ' s Wellbore Technologies,-1,0
T-7A Red Hawk,Navy Harpoon Missile,-1,0
DTMax,Dynex,-1,0
"Health, Life and Accident Insurance","Huatai Property & Casualty Insurance Co., Ltd. ( Huatai P & C )",-1,0
